model,image_index,IoU,Dice,Boundary_F1
Model C (Proposed),243,0.9625979708370548,0.980942495116738,0.8204902156607256
Model C (Proposed),244,0.9604390267592637,0.9798202501040448,0.8189856872364408
Model C (Proposed),245,0.9789230492458315,0.9893492313360351,0.8701527366845238
Model C (Proposed),246,0.19260470470776409,0.3229955066545933,0.3599652904914105
Model C (Proposed),247,1.0,1.0,1.0
Model C (Proposed),248,0.0007505144655610701,0.0014958772654879745,0.03270844615563504
Model C (Proposed),249,0.9729244652149517,0.9862764195967664,0.276074757624887
Model C (Proposed),250,0.957561807917368,0.9783208506306998,0.06182771874481499
Model C (Proposed),251,0.011450878334417696,0.02251672671127123,0.053028219515859475
Model C (Proposed),252,0.0003059039461609055,0.0003059039461609055,0.0
Model C (Proposed),253,0.7508970382533601,0.8577234360345966,0.684582576531986
